DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT
2020-06-23,WestVlaanderen,Flanders,11,37,4,3,0,1,3
2020-06-24,Antwerpen,Flanders,14,51,11,3,1,4,3
2020-06-24,Brussels,Brussels,15,53,15,7,2,2,8
2020-06-24,Hainaut,Wallonia,14,28,1,1,0,1,4
2020-06-24,Limburg,Flanders,7,29,4,3,0,3,0
2020-06-24,Liège,Wallonia,13,26,2,1,0,1,4
2020-06-24,Luxembourg,Wallonia,3,8,0,0,0,0,1
2020-06-24,Namur,Wallonia,6,7,0,0,0,0,0
2020-06-24,OostVlaanderen,Flanders,14,24,2,1,0,1,4
2020-06-24,VlaamsBrabant,Flanders,5,5,2,2,0,0,1
2020-06-24,BrabantWallon,Wallonia,2,1,0,0,0,1,0
2020-06-24,WestVlaanderen,Flanders,11,36,3,3,0,3,7
2020-06-25,Antwerpen,Flanders,14,48,6,3,1,2,1
2020-06-25,Brussels,Brussels,15,47,17,8,2,3,10
2020-06-25,Hainaut,Wallonia,14,24,1,1,0,1,4
2020-06-25,Limburg,Flanders,7,30,3,1,0,5,3
2020-06-25,Liège,Wallonia,12,24,2,1,0,2,2
2020-06-25,Luxembourg,Wallonia,3,8,0,0,0,2,1
2020-06-25,Namur,Wallonia,6,7,0,0,0,0,0
2020-06-25,OostVlaanderen,Flanders,14,24,3,1,0,0,3
2020-06-25,VlaamsBrabant,Flanders,6,11,2,2,0,1,0
2020-06-25,BrabantWallon,Wallonia,2,1,0,0,0,1,1
2020-06-25,WestVlaanderen,Flanders,11,32,4,3,0,2,3
2020-06-26,Antwerpen,Flanders,14,45,5,3,1,1,2
2020-06-26,Brussels,Brussels,15,43,15,7,2,5,6
2020-06-26,Hainaut,Wallonia,14,28,1,1,0,5,1
2020-06-26,Limburg,Flanders,7,31,5,1,0,3,3
2020-06-26,Liège,Wallonia,12,24,3,1,0,0,2
2020-06-26,Luxembourg,Wallonia,3,8,0,0,0,1,1
2020-06-26,Namur,Wallonia,6,7,0,0,0,0,0
2020-06-26,OostVlaanderen,Flanders,14,22,2,1,0,2,4
2020-06-26,VlaamsBrabant,Flanders,6,12,2,2,0,0,1
2020-06-26,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-06-26,WestVlaanderen,Flanders,11,26,3,2,0,1,3
2020-06-27,Antwerpen,Flanders,14,44,5,2,1,2,6
2020-06-27,Brussels,Brussels,15,40,13,7,2,1,4
2020-06-27,Hainaut,Wallonia,14,29,1,1,0,3,4
2020-06-27,Limburg,Flanders,7,28,7,1,0,2,5
2020-06-27,Liège,Wallonia,12,18,3,1,0,1,6
2020-06-27,Luxembourg,Wallonia,3,10,0,0,0,3,1
2020-06-27,Namur,Wallonia,6,5,0,0,0,0,1
2020-06-27,OostVlaanderen,Flanders,14,22,1,1,0,1,1
2020-06-27,VlaamsBrabant,Flanders,6,13,2,2,0,1,0
2020-06-27,BrabantWallon,Wallonia,2,2,0,0,0,0,0
2020-06-27,WestVlaanderen,Flanders,11,26,2,1,0,2,1
2020-06-28,Antwerpen,Flanders,14,42,6,2,1,1,3
2020-06-28,Brussels,Brussels,15,42,12,6,2,1,1
2020-06-28,Hainaut,Wallonia,14,29,1,1,0,0,0
2020-06-28,Limburg,Flanders,7,26,8,3,0,0,2
2020-06-28,Liège,Wallonia,12,18,3,1,0,0,0
2020-06-28,Luxembourg,Wallonia,3,10,0,0,0,0,0
2020-06-28,Namur,Wallonia,6,5,0,0,0,0,0
2020-06-28,OostVlaanderen,Flanders,14,23,2,1,0,2,2
2020-06-28,VlaamsBrabant,Flanders,6,12,2,2,0,0,1
2020-06-28,BrabantWallon,Wallonia,2,2,0,0,0,0,0
2020-06-28,WestVlaanderen,Flanders,11,28,2,1,0,1,1
2020-06-29,Antwerpen,Flanders,14,43,6,2,1,0,0
2020-06-29,Brussels,Brussels,15,45,13,6,2,6,2
2020-06-29,Hainaut,Wallonia,14,28,2,1,0,1,1
2020-06-29,Limburg,Flanders,7,26,8,4,0,1,1
2020-06-29,Liège,Wallonia,12,17,3,1,0,0,0
2020-06-29,Luxembourg,Wallonia,3,11,1,0,0,1,1
2020-06-29,Namur,Wallonia,6,5,0,0,0,0,0
2020-06-29,OostVlaanderen,Flanders,14,26,3,1,0,0,1
2020-06-29,VlaamsBrabant,Flanders,6,12,2,2,0,0,0
2020-06-29,BrabantWallon,Wallonia,2,2,0,0,0,0,0
2020-06-29,WestVlaanderen,Flanders,11,29,3,1,0,4,1
2020-06-30,Antwerpen,Flanders,14,45,6,2,1,2,0
2020-06-30,Brussels,Brussels,15,32,11,6,1,0,9
2020-06-30,Hainaut,Wallonia,14,21,3,1,0,0,5
2020-06-30,Limburg,Flanders,7,23,6,4,0,3,7
2020-06-30,Liège,Wallonia,12,15,3,1,0,1,3
2020-06-30,Luxembourg,Wallonia,3,11,1,0,0,0,0
2020-06-30,Namur,Wallonia,6,5,0,0,0,0,0
2020-06-30,OostVlaanderen,Flanders,14,26,3,1,0,3,2
2020-06-30,VlaamsBrabant,Flanders,6,10,2,2,0,1,2
2020-06-30,BrabantWallon,Wallonia,2,2,0,0,0,0,1
2020-06-30,WestVlaanderen,Flanders,11,32,2,1,0,7,5
2020-07-01,Antwerpen,Flanders,14,38,7,3,1,2,3
2020-07-01,Brussels,Brussels,15,29,11,6,1,0,5
2020-07-01,Hainaut,Wallonia,14,20,3,1,0,0,3
2020-07-01,Limburg,Flanders,7,17,4,1,0,0,2
2020-07-01,Liège,Wallonia,12,14,3,1,0,0,1
2020-07-01,Luxembourg,Wallonia,3,11,1,0,0,0,0
2020-07-01,Namur,Wallonia,6,5,0,0,0,0,0
2020-07-01,OostVlaanderen,Flanders,14,27,3,1,0,3,3
2020-07-01,VlaamsBrabant,Flanders,6,9,2,1,0,0,1
2020-07-01,BrabantWallon,Wallonia,2,1,0,0,0,0,1
2020-07-01,WestVlaanderen,Flanders,11,32,2,0,0,4,4
2020-07-02,Antwerpen,Flanders,14,37,7,3,1,1,1
2020-07-02,Brussels,Brussels,15,28,11,5,1,2,3
2020-07-02,Hainaut,Wallonia,14,16,3,1,0,1,7
2020-07-02,Limburg,Flanders,7,14,4,1,0,2,6
2020-07-02,Liège,Wallonia,12,14,2,1,0,0,0
2020-07-02,Luxembourg,Wallonia,3,11,1,0,0,0,0
2020-07-02,Namur,Wallonia,6,5,0,0,0,0,0
2020-07-02,OostVlaanderen,Flanders,14,26,4,1,0,2,5
2020-07-02,VlaamsBrabant,Flanders,6,9,2,1,0,1,0
2020-07-02,BrabantWallon,Wallonia,2,0,0,0,0,0,1
2020-07-02,WestVlaanderen,Flanders,11,27,1,0,0,4,6
2020-07-03,Antwerpen,Flanders,14,33,8,3,1,0,5
2020-07-03,Brussels,Brussels,15,25,10,5,1,1,1
2020-07-03,Hainaut,Wallonia,14,18,4,1,0,2,0
2020-07-03,Limburg,Flanders,7,12,3,1,0,2,3
2020-07-03,Liège,Wallonia,12,12,1,1,0,0,1
2020-07-03,Luxembourg,Wallonia,3,8,0,0,0,0,2
2020-07-03,Namur,Wallonia,6,5,0,0,0,0,0
2020-07-03,OostVlaanderen,Flanders,14,22,4,1,0,0,2
2020-07-03,VlaamsBrabant,Flanders,6,9,2,1,0,0,1
2020-07-03,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-07-03,WestVlaanderen,Flanders,11,24,0,0,0,0,3
2020-07-04,Antwerpen,Flanders,14,29,7,3,1,1,3
2020-07-04,Brussels,Brussels,15,27,10,5,1,1,0
2020-07-04,Hainaut,Wallonia,14,17,4,1,0,4,3
2020-07-04,Limburg,Flanders,7,14,1,1,0,2,2
2020-07-04,Liège,Wallonia,12,15,1,1,0,3,0
2020-07-04,Luxembourg,Wallonia,3,6,0,0,0,0,2
2020-07-04,Namur,Wallonia,6,5,0,0,0,0,0
2020-07-04,OostVlaanderen,Flanders,14,21,2,1,0,3,3
2020-07-04,VlaamsBrabant,Flanders,6,10,3,2,0,0,0
2020-07-04,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-07-04,WestVlaanderen,Flanders,11,26,1,0,0,2,3
2020-07-05,Antwerpen,Flanders,14,31,7,4,1,2,0
2020-07-05,Brussels,Brussels,15,27,10,5,1,0,0
2020-07-05,Hainaut,Wallonia,14,19,2,1,0,1,2
2020-07-05,Limburg,Flanders,7,11,1,0,0,0,2
2020-07-05,Liège,Wallonia,11,14,1,1,0,1,0
2020-07-05,Luxembourg,Wallonia,3,6,0,0,0,0,0
2020-07-05,Namur,Wallonia,6,5,0,0,0,0,0
2020-07-05,OostVlaanderen,Flanders,14,22,3,2,0,1,1
2020-07-05,VlaamsBrabant,Flanders,6,9,3,2,0,0,1
2020-07-05,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-07-05,WestVlaanderen,Flanders,12,26,3,0,0,1,3
2020-07-06,Antwerpen,Flanders,14,30,7,4,1,0,1
2020-07-06,Brussels,Brussels,15,26,11,5,1,1,1
2020-07-06,Hainaut,Wallonia,14,15,2,1,0,0,0
2020-07-06,Limburg,Flanders,7,11,1,0,0,1,1
2020-07-06,Liège,Wallonia,12,13,1,1,0,0,1
2020-07-06,Luxembourg,Wallonia,3,6,0,0,0,0,0
2020-07-06,Namur,Wallonia,6,5,0,0,0,0,0
2020-07-06,OostVlaanderen,Flanders,14,24,2,2,0,2,0
2020-07-06,VlaamsBrabant,Flanders,6,10,1,2,0,0,1
2020-07-06,BrabantWallon,Wallonia,2,2,0,0,0,2,0
2020-07-06,WestVlaanderen,Flanders,11,27,2,0,0,3,1
2020-07-07,Antwerpen,Flanders,14,33,7,3,1,0,1
2020-07-07,Brussels,Brussels,15,28,11,5,1,0,1
2020-07-07,Hainaut,Wallonia,14,13,2,1,0,0,4
2020-07-07,Limburg,Flanders,7,12,1,0,0,2,2
2020-07-07,Liège,Wallonia,12,12,1,1,0,2,3
2020-07-07,Luxembourg,Wallonia,3,7,0,0,0,0,1
2020-07-07,Namur,Wallonia,6,5,0,0,0,0,0
2020-07-07,OostVlaanderen,Flanders,14,25,2,2,0,2,1
2020-07-07,VlaamsBrabant,Flanders,6,11,4,1,0,2,1
2020-07-07,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-07-07,WestVlaanderen,Flanders,11,31,4,2,0,7,2
2020-07-08,Antwerpen,Flanders,14,32,8,3,1,1,0
2020-07-08,Brussels,Brussels,15,33,11,5,1,4,1
2020-07-08,Hainaut,Wallonia,14,12,1,1,0,1,3
2020-07-08,Limburg,Flanders,7,13,2,0,0,2,2
2020-07-08,Liège,Wallonia,12,10,2,1,0,0,3
2020-07-08,Luxembourg,Wallonia,3,5,0,0,0,0,0
2020-07-08,Namur,Wallonia,6,5,0,0,0,0,0
2020-07-08,OostVlaanderen,Flanders,14,18,2,2,0,0,6
2020-07-08,VlaamsBrabant,Flanders,6,11,4,1,0,0,0
2020-07-08,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-07-08,WestVlaanderen,Flanders,11,26,2,2,0,1,6
2020-07-09,Antwerpen,Flanders,14,34,10,3,1,0,2
2020-07-09,Brussels,Brussels,15,29,12,5,1,0,4
2020-07-09,Hainaut,Wallonia,14,12,1,1,0,0,1
2020-07-09,Limburg,Flanders,7,10,1,0,0,0,3
2020-07-09,Liège,Wallonia,12,8,2,2,0,0,3
2020-07-09,Luxembourg,Wallonia,3,6,0,0,0,0,0
2020-07-09,Namur,Wallonia,6,5,0,0,0,1,1
2020-07-09,OostVlaanderen,Flanders,14,16,2,2,0,4,5
2020-07-09,VlaamsBrabant,Flanders,6,12,5,1,0,1,0
2020-07-09,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-07-09,WestVlaanderen,Flanders,11,28,3,2,0,4,1
2020-07-10,Antwerpen,Flanders,14,28,9,4,0,0,1
2020-07-10,Brussels,Brussels,16,28,11,4,1,1,2
2020-07-10,Hainaut,Wallonia,14,8,1,1,0,0,2
2020-07-10,Limburg,Flanders,7,9,1,0,0,0,2
2020-07-10,Liège,Wallonia,12,9,2,2,0,0,1
2020-07-10,Luxembourg,Wallonia,3,5,0,0,0,0,0
2020-07-10,Namur,Wallonia,6,4,0,0,0,0,1
2020-07-10,OostVlaanderen,Flanders,14,12,2,2,0,1,5
2020-07-10,VlaamsBrabant,Flanders,6,11,4,1,0,0,1
2020-07-10,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-07-10,WestVlaanderen,Flanders,11,29,2,1,0,4,2
2020-07-11,Antwerpen,Flanders,14,24,8,3,0,2,5
2020-07-11,Brussels,Brussels,15,25,8,4,1,2,1
2020-07-11,Hainaut,Wallonia,14,6,1,1,0,0,2
2020-07-11,Limburg,Flanders,7,9,2,1,0,3,3
2020-07-11,Liège,Wallonia,12,7,2,2,0,0,2
2020-07-11,Luxembourg,Wallonia,3,6,0,0,0,0,0
2020-07-11,Namur,Wallonia,6,4,0,0,0,0,1
2020-07-11,OostVlaanderen,Flanders,14,13,3,2,0,0,1
2020-07-11,VlaamsBrabant,Flanders,6,9,3,1,0,0,1
2020-07-11,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-07-11,WestVlaanderen,Flanders,11,29,1,1,0,2,2
2020-07-12,Antwerpen,Flanders,14,24,8,3,0,0,0
2020-07-12,Brussels,Brussels,15,26,8,3,0,2,0
2020-07-12,Hainaut,Wallonia,14,5,0,0,0,0,0
2020-07-12,Limburg,Flanders,7,8,1,0,0,1,1
2020-07-12,Liège,Wallonia,12,6,2,2,0,0,1
2020-07-12,Luxembourg,Wallonia,3,5,0,0,0,0,0
2020-07-12,Namur,Wallonia,6,4,0,0,0,0,1
2020-07-12,OostVlaanderen,Flanders,14,12,3,2,0,0,1
2020-07-12,VlaamsBrabant,Flanders,6,9,3,1,0,0,0
2020-07-12,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-07-12,WestVlaanderen,Flanders,11,31,2,1,0,4,0
2020-07-13,Antwerpen,Flanders,14,23,8,6,0,0,1
2020-07-13,Brussels,Brussels,15,25,5,3,0,1,1
2020-07-13,Hainaut,Wallonia,14,5,0,0,0,1,1
2020-07-13,Limburg,Flanders,7,10,1,0,0,1,0
2020-07-13,Liège,Wallonia,12,7,2,2,0,1,0
2020-07-13,Luxembourg,Wallonia,3,5,1,0,0,0,0
2020-07-13,Namur,Wallonia,6,4,0,0,0,0,1
2020-07-13,OostVlaanderen,Flanders,14,14,2,1,0,2,0
2020-07-13,VlaamsBrabant,Flanders,6,9,3,1,0,0,0
2020-07-13,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-07-13,WestVlaanderen,Flanders,11,36,1,1,0,3,1
2020-07-14,Antwerpen,Flanders,14,20,8,6,0,1,4
2020-07-14,Brussels,Brussels,16,27,8,3,0,3,4
2020-07-14,Hainaut,Wallonia,14,10,0,0,0,5,3
2020-07-14,Limburg,Flanders,7,13,2,1,0,3,0
2020-07-14,Liège,Wallonia,12,9,2,2,0,2,0
2020-07-14,Luxembourg,Wallonia,3,4,0,0,0,0,0
2020-07-14,Namur,Wallonia,6,4,0,0,0,0,0
2020-07-14,OostVlaanderen,Flanders,14,11,2,1,0,0,3
2020-07-14,VlaamsBrabant,Flanders,6,8,2,2,0,0,1
2020-07-14,BrabantWallon,Wallonia,2,3,0,0,0,0,2
2020-07-14,WestVlaanderen,Flanders,10,38,3,2,0,4,2
2020-07-15,Antwerpen,Flanders,14,19,8,6,0,0,2
2020-07-15,Brussels,Brussels,15,27,8,4,0,2,0
2020-07-15,Hainaut,Wallonia,14,15,0,0,0,3,2
2020-07-15,Limburg,Flanders,7,11,2,1,0,1,3
2020-07-15,Liège,Wallonia,12,8,2,2,0,0,1
2020-07-15,Luxembourg,Wallonia,3,3,0,0,0,0,0
2020-07-15,Namur,Wallonia,6,4,0,0,0,0,0
2020-07-15,OostVlaanderen,Flanders,14,16,2,1,0,3,1
2020-07-15,VlaamsBrabant,Flanders,6,8,2,1,0,0,0
2020-07-15,BrabantWallon,Wallonia,2,3,0,0,0,0,0
2020-07-15,WestVlaanderen,Flanders,11,36,3,2,0,0,2
2020-07-16,Antwerpen,Flanders,14,19,8,6,0,1,2
2020-07-16,Brussels,Brussels,15,24,8,5,0,1,2
2020-07-16,Hainaut,Wallonia,14,13,0,0,0,1,4
2020-07-16,Limburg,Flanders,7,12,2,0,0,0,0
2020-07-16,Liège,Wallonia,12,7,2,2,0,0,1
2020-07-16,Luxembourg,Wallonia,3,3,0,0,0,0,0
2020-07-16,Namur,Wallonia,6,4,0,0,0,0,0
2020-07-16,OostVlaanderen,Flanders,14,13,2,1,0,0,4
2020-07-16,VlaamsBrabant,Flanders,6,7,2,1,0,0,1
2020-07-16,BrabantWallon,Wallonia,2,2,0,0,0,0,0
2020-07-16,WestVlaanderen,Flanders,11,43,4,2,0,9,2
2020-07-17,Antwerpen,Flanders,14,20,8,6,0,0,2
2020-07-17,Brussels,Brussels,15,25,7,4,0,3,3
2020-07-17,Hainaut,Wallonia,14,9,1,1,0,0,6
2020-07-17,Limburg,Flanders,7,13,2,1,0,0,1
2020-07-17,Liège,Wallonia,12,9,2,2,0,2,0
2020-07-17,Luxembourg,Wallonia,3,2,0,0,0,0,1
2020-07-17,Namur,Wallonia,6,4,0,0,0,0,0
2020-07-17,OostVlaanderen,Flanders,14,12,2,1,0,0,1
2020-07-17,VlaamsBrabant,Flanders,6,6,2,1,0,0,1
2020-07-17,BrabantWallon,Wallonia,2,1,0,0,0,0,1
2020-07-17,WestVlaanderen,Flanders,11,44,4,2,0,3,4
2020-07-18,Antwerpen,Flanders,14,32,9,4,0,5,2
2020-07-18,Brussels,Brussels,15,21,6,4,0,1,1
2020-07-18,Hainaut,Wallonia,14,13,3,2,0,1,2
2020-07-18,Limburg,Flanders,7,13,2,1,0,2,3
2020-07-18,Liège,Wallonia,12,9,2,2,0,1,1
2020-07-18,Luxembourg,Wallonia,3,2,0,0,0,0,0
2020-07-18,Namur,Wallonia,6,4,0,0,0,0,0
2020-07-18,OostVlaanderen,Flanders,14,10,2,1,0,0,2
2020-07-18,VlaamsBrabant,Flanders,6,7,2,1,0,1,0
2020-07-18,BrabantWallon,Wallonia,2,2,0,0,0,1,0
2020-07-18,WestVlaanderen,Flanders,11,48,4,4,0,11,7
2020-07-19,Antwerpen,Flanders,14,35,8,5,1,4,0
2020-07-19,Brussels,Brussels,15,21,8,3,0,1,4
2020-07-19,Hainaut,Wallonia,14,13,4,2,0,4,2
2020-07-19,Limburg,Flanders,7,13,1,1,0,1,2
2020-07-19,Liège,Wallonia,12,10,3,2,0,1,0
2020-07-19,Luxembourg,Wallonia,3,2,0,0,0,0,0
2020-07-19,Namur,Wallonia,6,4,0,0,0,0,0
2020-07-19,OostVlaanderen,Flanders,14,10,0,0,0,0,0
2020-07-19,VlaamsBrabant,Flanders,6,7,2,0,0,0,0
2020-07-19,BrabantWallon,Wallonia,2,2,0,0,0,0,0
2020-07-19,WestVlaanderen,Flanders,11,51,5,2,0,4,1
2020-07-20,Antwerpen,Flanders,14,39,10,7,1,2,0
2020-07-20,Brussels,Brussels,15,24,8,1,0,3,0
2020-07-20,Hainaut,Wallonia,14,13,4,2,0,0,0
2020-07-20,Limburg,Flanders,7,18,2,2,0,4,0
2020-07-20,Liège,Wallonia,12,11,4,3,0,1,0
2020-07-20,Luxembourg,Wallonia,3,2,0,0,0,0,0
2020-07-20,Namur,Wallonia,6,4,0,0,0,0,0
2020-07-20,OostVlaanderen,Flanders,14,11,0,0,0,1,0
2020-07-20,VlaamsBrabant,Flanders,6,8,2,0,0,0,0
2020-07-20,BrabantWallon,Wallonia,2,2,0,0,0,0,0
2020-07-20,WestVlaanderen,Flanders,11,49,6,2,0,2,5
2020-07-21,Antwerpen,Flanders,14,37,9,4,1,1,6
2020-07-21,Brussels,Brussels,15,25,6,2,0,1,2
2020-07-21,Hainaut,Wallonia,14,15,4,2,0,0,0
2020-07-21,Limburg,Flanders,7,16,1,1,0,0,2
2020-07-21,Liège,Wallonia,12,11,4,3,0,0,0
2020-07-21,Luxembourg,Wallonia,3,2,0,0,0,0,0
2020-07-21,Namur,Wallonia,6,4,0,0,0,0,0
2020-07-21,OostVlaanderen,Flanders,14,9,0,0,0,0,1
2020-07-21,VlaamsBrabant,Flanders,6,5,2,0,0,0,2
2020-07-21,BrabantWallon,Wallonia,2,1,0,0,0,0,1
2020-07-21,WestVlaanderen,Flanders,11,47,7,3,0,3,3
2020-07-22,Antwerpen,Flanders,14,45,11,7,1,0,1
2020-07-22,Brussels,Brussels,15,26,8,2,0,2,0
2020-07-22,Hainaut,Wallonia,14,18,6,2,0,3,0
2020-07-22,Limburg,Flanders,7,12,2,2,0,1,4
2020-07-22,Liège,Wallonia,12,13,5,3,0,2,0
2020-07-22,Luxembourg,Wallonia,3,2,0,0,0,0,0
2020-07-22,Namur,Wallonia,6,4,0,0,0,0,0
2020-07-22,OostVlaanderen,Flanders,14,14,0,0,0,4,0
2020-07-22,VlaamsBrabant,Flanders,6,5,2,0,0,0,0
2020-07-22,BrabantWallon,Wallonia,2,1,0,0,0,0,1
2020-07-22,WestVlaanderen,Flanders,11,51,7,2,0,7,3
2020-07-23,Antwerpen,Flanders,14,41,10,6,1,3,6
2020-07-23,Brussels,Brussels,15,34,10,2,0,4,2
2020-07-23,Hainaut,Wallonia,15,21,5,2,0,4,1
2020-07-23,Limburg,Flanders,7,18,1,1,0,4,1
2020-07-23,Liège,Wallonia,12,13,3,2,0,1,2
2020-07-23,Luxembourg,Wallonia,2,2,0,0,0,0,0
2020-07-23,Namur,Wallonia,6,4,0,0,0,0,0
2020-07-23,OostVlaanderen,Flanders,14,12,0,0,0,1,3
2020-07-23,VlaamsBrabant,Flanders,6,7,2,1,0,1,0
2020-07-23,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-07-23,WestVlaanderen,Flanders,11,50,9,1,0,6,7
2020-07-24,Antwerpen,Flanders,15,44,10,6,1,3,8
2020-07-24,Brussels,Brussels,14,35,10,3,0,6,3
2020-07-24,Hainaut,Wallonia,14,19,6,2,0,2,3
2020-07-24,Limburg,Flanders,7,21,2,1,0,2,2
2020-07-24,Liège,Wallonia,12,14,3,2,0,3,2
2020-07-24,Luxembourg,Wallonia,3,2,0,0,0,1,1
2020-07-24,Namur,Wallonia,6,5,0,0,0,1,0
2020-07-24,OostVlaanderen,Flanders,14,15,1,0,0,3,0
2020-07-24,VlaamsBrabant,Flanders,6,7,2,2,0,0,1
2020-07-24,BrabantWallon,Wallonia,2,0,0,0,0,0,1
2020-07-24,WestVlaanderen,Flanders,11,56,7,1,0,7,4
2020-07-25,Antwerpen,Flanders,14,46,12,6,1,3,11
2020-07-25,Brussels,Brussels,15,29,10,3,0,4,5
2020-07-25,Hainaut,Wallonia,13,19,6,3,0,2,1
2020-07-25,Limburg,Flanders,7,22,2,1,0,3,3
2020-07-25,Liège,Wallonia,12,12,4,2,0,0,2
2020-07-25,Luxembourg,Wallonia,4,1,0,0,0,0,1
2020-07-25,Namur,Wallonia,6,4,0,0,0,0,0
2020-07-25,OostVlaanderen,Flanders,14,15,1,0,0,2,2
2020-07-25,VlaamsBrabant,Flanders,6,7,2,2,0,1,1
2020-07-25,BrabantWallon,Wallonia,2,1,0,0,0,1,0
2020-07-25,WestVlaanderen,Flanders,11,54,7,2,0,5,6
2020-07-26,Antwerpen,Flanders,14,51,13,7,1,4,2
2020-07-26,Brussels,Brussels,15,33,12,3,0,3,0
2020-07-26,Hainaut,Wallonia,14,19,5,3,0,1,2
2020-07-26,Limburg,Flanders,7,22,2,1,0,2,1
2020-07-26,Liège,Wallonia,12,12,5,2,0,1,1
2020-07-26,Luxembourg,Wallonia,3,1,0,0,0,0,0
2020-07-26,Namur,Wallonia,6,3,0,0,0,0,0
2020-07-26,OostVlaanderen,Flanders,14,18,1,0,0,2,1
2020-07-26,VlaamsBrabant,Flanders,6,6,2,2,0,0,1
2020-07-26,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-07-26,WestVlaanderen,Flanders,11,45,7,2,0,1,5
2020-07-27,Antwerpen,Flanders,14,55,16,8,1,6,6
2020-07-27,Brussels,Brussels,15,32,12,3,0,3,5
2020-07-27,Hainaut,Wallonia,14,20,5,3,0,1,1
2020-07-27,Limburg,Flanders,7,20,3,1,0,0,1
2020-07-27,Liège,Wallonia,12,14,6,2,0,2,0
2020-07-27,Luxembourg,Wallonia,3,2,0,0,0,1,0
2020-07-27,Namur,Wallonia,6,3,0,0,0,0,0
2020-07-27,OostVlaanderen,Flanders,14,19,1,1,0,2,0
2020-07-27,VlaamsBrabant,Flanders,6,6,2,2,0,0,0
2020-07-27,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-07-27,WestVlaanderen,Flanders,11,50,7,2,0,5,1
2020-07-28,Antwerpen,Flanders,14,67,16,8,1,15,9
2020-07-28,Brussels,Brussels,15,37,11,4,0,8,2
2020-07-28,Hainaut,Wallonia,14,16,4,2,1,2,4
2020-07-28,Limburg,Flanders,7,23,3,1,0,3,2
2020-07-28,Liège,Wallonia,12,17,6,3,0,3,0
2020-07-28,Luxembourg,Wallonia,3,1,0,0,0,0,0
2020-07-28,Namur,Wallonia,6,3,0,0,0,0,0
2020-07-28,OostVlaanderen,Flanders,14,15,1,1,0,0,4
2020-07-28,VlaamsBrabant,Flanders,6,5,2,2,0,0,1
2020-07-28,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-07-28,WestVlaanderen,Flanders,11,47,6,1,0,4,2
2020-07-29,Antwerpen,Flanders,14,75,18,9,1,5,6
2020-07-29,Brussels,Brussels,15,48,11,4,0,11,2
2020-07-29,Hainaut,Wallonia,14,20,4,3,1,1,1
2020-07-29,Limburg,Flanders,7,25,2,1,0,4,1
2020-07-29,Liège,Wallonia,12,19,5,2,0,3,2
2020-07-29,Luxembourg,Wallonia,3,3,0,0,0,2,0
2020-07-29,Namur,Wallonia,6,4,0,0,0,1,0
2020-07-29,OostVlaanderen,Flanders,14,17,2,2,0,2,2
2020-07-29,VlaamsBrabant,Flanders,6,5,2,2,0,0,0
2020-07-29,BrabantWallon,Wallonia,2,2,0,0,0,1,0
2020-07-29,WestVlaanderen,Flanders,11,45,3,1,0,3,1
2020-07-30,Antwerpen,Flanders,14,78,16,7,1,5,4
