DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT
2020-07-30,Brussels,Brussels,15,56,9,5,0,5,2
2020-07-30,Hainaut,Wallonia,14,22,6,5,1,2,2
2020-07-30,Limburg,Flanders,7,20,2,1,0,0,5
2020-07-30,Liège,Wallonia,12,23,5,2,0,4,0
2020-07-30,Luxembourg,Wallonia,3,2,0,0,0,0,1
2020-07-30,Namur,Wallonia,6,3,0,0,0,0,0
2020-07-30,OostVlaanderen,Flanders,14,17,1,1,0,1,0
2020-07-30,VlaamsBrabant,Flanders,6,5,2,1,0,0,0
2020-07-30,BrabantWallon,Wallonia,2,2,0,0,0,0,0
2020-07-30,WestVlaanderen,Flanders,11,39,1,1,0,3,7
2020-07-31,Antwerpen,Flanders,14,83,18,8,1,5,6
2020-07-31,Brussels,Brussels,15,56,9,5,0,2,4
2020-07-31,Hainaut,Wallonia,14,20,7,6,1,1,3
2020-07-31,Limburg,Flanders,7,11,1,1,0,0,8
2020-07-31,Liège,Wallonia,12,23,7,3,0,3,4
2020-07-31,Luxembourg,Wallonia,3,1,0,0,0,0,0
2020-07-31,Namur,Wallonia,6,3,1,0,0,0,0
2020-07-31,OostVlaanderen,Flanders,14,17,2,2,0,0,0
2020-07-31,VlaamsBrabant,Flanders,6,4,2,1,0,0,0
2020-07-31,BrabantWallon,Wallonia,2,0,0,0,0,0,2
2020-07-31,WestVlaanderen,Flanders,11,35,1,1,0,0,6
2020-08-01,Antwerpen,Flanders,14,91,22,8,1,7,4
2020-08-01,Brussels,Brussels,15,55,10,5,0,3,4
2020-08-01,Hainaut,Wallonia,14,26,9,6,1,4,1
2020-08-01,Limburg,Flanders,7,9,1,1,0,0,1
2020-08-01,Liège,Wallonia,12,23,6,3,0,6,6
2020-08-01,Luxembourg,Wallonia,3,1,0,0,0,0,0
2020-08-01,Namur,Wallonia,6,5,2,1,0,2,0
2020-08-01,OostVlaanderen,Flanders,14,12,1,2,0,1,5
2020-08-01,VlaamsBrabant,Flanders,6,4,3,2,1,0,0
2020-08-01,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-08-01,WestVlaanderen,Flanders,11,33,2,1,0,3,6
2020-08-02,Antwerpen,Flanders,14,92,21,9,2,7,11
2020-08-02,Brussels,Brussels,15,56,10,6,0,3,3
2020-08-02,Hainaut,Wallonia,14,30,10,6,2,5,0
2020-08-02,Limburg,Flanders,7,12,1,1,0,0,0
2020-08-02,Liège,Wallonia,12,27,7,3,0,5,1
2020-08-02,Luxembourg,Wallonia,3,0,0,0,0,0,1
2020-08-02,Namur,Wallonia,6,5,2,1,0,0,0
2020-08-02,OostVlaanderen,Flanders,14,14,2,2,0,2,0
2020-08-02,VlaamsBrabant,Flanders,6,5,3,2,1,1,0
2020-08-02,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-08-02,WestVlaanderen,Flanders,11,30,2,1,0,0,1
2020-08-03,Antwerpen,Flanders,14,96,20,10,2,6,3
2020-08-03,Brussels,Brussels,15,65,7,5,0,10,0
2020-08-03,Hainaut,Wallonia,14,30,8,7,2,1,0
2020-08-03,Limburg,Flanders,7,12,1,1,0,0,2
2020-08-03,Liège,Wallonia,12,27,9,3,0,1,0
2020-08-03,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-08-03,Namur,Wallonia,6,5,2,1,0,0,0
2020-08-03,OostVlaanderen,Flanders,14,15,2,2,0,1,0
2020-08-03,VlaamsBrabant,Flanders,6,7,3,2,1,2,0
2020-08-03,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-08-03,WestVlaanderen,Flanders,11,33,2,1,0,3,3
2020-08-04,Antwerpen,Flanders,14,90,24,9,2,7,16
2020-08-04,Brussels,Brussels,15,59,9,3,0,8,9
2020-08-04,Hainaut,Wallonia,14,26,8,7,2,0,3
2020-08-04,Limburg,Flanders,7,12,1,1,0,1,2
2020-08-04,Liège,Wallonia,12,28,10,3,0,2,2
2020-08-04,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-08-04,Namur,Wallonia,6,4,2,1,0,0,1
2020-08-04,OostVlaanderen,Flanders,14,13,3,2,0,0,2
2020-08-04,VlaamsBrabant,Flanders,6,6,4,3,1,0,0
2020-08-04,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-08-04,WestVlaanderen,Flanders,11,27,2,1,0,0,6
2020-08-05,Antwerpen,Flanders,14,97,22,8,2,7,6
2020-08-05,Brussels,Brussels,15,68,9,4,0,15,6
2020-08-05,Hainaut,Wallonia,14,29,8,5,2,2,0
2020-08-05,Limburg,Flanders,7,9,2,2,0,1,4
2020-08-05,Liège,Wallonia,12,29,9,3,0,6,4
2020-08-05,Luxembourg,Wallonia,3,1,0,0,0,1,0
2020-08-05,Namur,Wallonia,6,6,2,1,0,1,0
2020-08-05,OostVlaanderen,Flanders,14,16,3,2,0,2,0
2020-08-05,VlaamsBrabant,Flanders,6,9,4,3,1,2,0
2020-08-05,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-08-05,WestVlaanderen,Flanders,11,29,2,1,0,4,2
2020-08-06,Antwerpen,Flanders,14,90,25,10,2,9,17
2020-08-06,Brussels,Brussels,15,62,11,4,0,6,11
2020-08-06,Hainaut,Wallonia,14,27,8,6,1,3,3
2020-08-06,Limburg,Flanders,7,12,4,2,0,2,0
2020-08-06,Liège,Wallonia,12,33,9,3,0,4,1
2020-08-06,Luxembourg,Wallonia,3,1,0,0,0,0,0
2020-08-06,Namur,Wallonia,6,6,2,1,0,0,0
2020-08-06,OostVlaanderen,Flanders,14,17,3,2,0,1,2
2020-08-06,VlaamsBrabant,Flanders,6,5,1,3,1,0,0
2020-08-06,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-08-06,WestVlaanderen,Flanders,11,25,2,1,0,3,5
2020-08-07,Antwerpen,Flanders,14,92,26,11,2,5,7
2020-08-07,Brussels,Brussels,15,69,12,5,0,9,3
2020-08-07,Hainaut,Wallonia,14,24,9,7,2,1,3
2020-08-07,Limburg,Flanders,7,12,3,2,0,2,1
2020-08-07,Liège,Wallonia,12,34,8,5,0,4,4
2020-08-07,Luxembourg,Wallonia,3,1,0,0,0,0,0
2020-08-07,Namur,Wallonia,6,7,2,1,0,0,0
2020-08-07,OostVlaanderen,Flanders,14,19,3,2,0,4,2
2020-08-07,VlaamsBrabant,Flanders,6,7,4,3,1,1,3
2020-08-07,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-08-07,WestVlaanderen,Flanders,11,20,2,1,0,1,5
2020-08-08,Antwerpen,Flanders,14,89,25,9,2,9,16
2020-08-08,Brussels,Brussels,15,70,12,4,0,10,12
2020-08-08,Hainaut,Wallonia,14,27,9,7,2,4,1
2020-08-08,Limburg,Flanders,7,13,4,2,0,0,0
2020-08-08,Liège,Wallonia,12,32,8,5,0,3,3
2020-08-08,Luxembourg,Wallonia,3,1,0,0,0,0,0
2020-08-08,Namur,Wallonia,6,9,1,1,0,2,0
2020-08-08,OostVlaanderen,Flanders,14,17,3,2,0,1,3
2020-08-08,VlaamsBrabant,Flanders,6,6,3,3,1,0,0
2020-08-08,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-08-08,WestVlaanderen,Flanders,11,17,2,1,0,2,4
2020-08-09,Antwerpen,Flanders,14,92,24,10,2,5,6
2020-08-09,Brussels,Brussels,15,71,14,4,0,3,0
2020-08-09,Hainaut,Wallonia,14,29,9,7,2,3,1
2020-08-09,Limburg,Flanders,7,11,4,2,0,1,1
2020-08-09,Liège,Wallonia,12,33,9,5,0,3,1
2020-08-09,Luxembourg,Wallonia,3,1,0,0,0,0,0
2020-08-09,Namur,Wallonia,6,11,1,1,0,3,0
2020-08-09,OostVlaanderen,Flanders,14,15,3,1,0,2,3
2020-08-09,VlaamsBrabant,Flanders,6,5,3,3,1,0,1
2020-08-09,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-08-09,WestVlaanderen,Flanders,11,17,2,1,0,0,1
2020-08-10,Antwerpen,Flanders,14,101,25,13,2,13,7
2020-08-10,Brussels,Brussels,15,81,16,7,1,10,4
2020-08-10,Hainaut,Wallonia,14,29,8,7,1,0,0
2020-08-10,Limburg,Flanders,7,11,4,2,0,2,1
2020-08-10,Liège,Wallonia,12,35,11,7,0,1,0
2020-08-10,Luxembourg,Wallonia,3,2,0,0,0,1,0
2020-08-10,Namur,Wallonia,6,12,1,1,0,1,0
2020-08-10,OostVlaanderen,Flanders,14,18,3,1,0,4,0
2020-08-10,VlaamsBrabant,Flanders,6,7,3,3,1,1,0
2020-08-10,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-08-10,WestVlaanderen,Flanders,11,16,2,1,0,0,0
2020-08-11,Antwerpen,Flanders,13,104,27,13,2,11,12
2020-08-11,Brussels,Brussels,15,75,14,5,1,12,16
2020-08-11,Hainaut,Wallonia,14,29,7,5,0,6,3
2020-08-11,Limburg,Flanders,7,11,6,3,0,2,1
2020-08-11,Liège,Wallonia,12,32,11,6,0,3,6
2020-08-11,Luxembourg,Wallonia,3,1,0,0,0,0,0
2020-08-11,Namur,Wallonia,7,15,3,1,0,4,2
2020-08-11,OostVlaanderen,Flanders,14,17,3,1,0,4,5
2020-08-11,VlaamsBrabant,Flanders,6,8,4,3,1,2,1
2020-08-11,BrabantWallon,Wallonia,2,0,0,0,0,0,0
2020-08-11,WestVlaanderen,Flanders,11,15,2,1,0,4,3
2020-08-12,Antwerpen,Flanders,14,92,29,17,2,7,17
2020-08-12,Brussels,Brussels,15,79,15,7,1,10,10
2020-08-12,Hainaut,Wallonia,14,29,5,4,0,3,2
2020-08-12,Limburg,Flanders,7,13,6,3,0,1,0
2020-08-12,Liège,Wallonia,12,28,10,4,0,1,5
2020-08-12,Luxembourg,Wallonia,3,0,0,0,0,0,1
2020-08-12,Namur,Wallonia,6,17,3,0,0,1,0
2020-08-12,OostVlaanderen,Flanders,14,19,2,1,0,1,1
2020-08-12,VlaamsBrabant,Flanders,6,9,4,3,1,0,1
2020-08-12,BrabantWallon,Wallonia,2,1,0,0,0,1,0
2020-08-12,WestVlaanderen,Flanders,11,14,2,1,0,5,5
2020-08-13,Antwerpen,Flanders,14,94,30,17,2,10,11
2020-08-13,Brussels,Brussels,15,77,17,9,2,10,11
2020-08-13,Hainaut,Wallonia,14,29,3,3,0,4,2
2020-08-13,Limburg,Flanders,7,14,6,3,0,2,0
2020-08-13,Liège,Wallonia,12,32,10,6,0,6,2
2020-08-13,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-08-13,Namur,Wallonia,6,16,2,0,0,1,1
2020-08-13,OostVlaanderen,Flanders,14,21,2,1,0,5,2
2020-08-13,VlaamsBrabant,Flanders,6,11,4,3,1,2,0
2020-08-13,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-08-13,WestVlaanderen,Flanders,11,14,0,0,0,2,1
2020-08-14,Antwerpen,Flanders,14,83,33,17,3,2,11
2020-08-14,Brussels,Brussels,15,81,20,12,1,9,8
2020-08-14,Hainaut,Wallonia,14,29,2,2,0,2,0
2020-08-14,Limburg,Flanders,7,15,6,3,0,2,1
2020-08-14,Liège,Wallonia,12,36,10,7,0,6,2
2020-08-14,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-08-14,Namur,Wallonia,6,16,1,0,0,1,1
2020-08-14,OostVlaanderen,Flanders,14,19,2,1,0,2,5
2020-08-14,VlaamsBrabant,Flanders,6,12,4,3,1,1,0
2020-08-14,BrabantWallon,Wallonia,2,2,0,0,0,1,0
2020-08-14,WestVlaanderen,Flanders,11,19,2,0,0,2,0
2020-08-15,Antwerpen,Flanders,14,87,32,16,3,9,10
2020-08-15,Brussels,Brussels,15,85,22,13,2,10,9
2020-08-15,Hainaut,Wallonia,14,22,2,1,0,1,6
2020-08-15,Limburg,Flanders,7,14,6,3,0,0,1
2020-08-15,Liège,Wallonia,12,36,10,7,0,6,3
2020-08-15,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-08-15,Namur,Wallonia,6,14,1,0,0,1,3
2020-08-15,OostVlaanderen,Flanders,14,19,4,1,0,3,3
2020-08-15,VlaamsBrabant,Flanders,6,10,3,2,0,2,3
2020-08-15,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-08-15,WestVlaanderen,Flanders,11,21,2,0,0,3,2
2020-08-16,Antwerpen,Flanders,14,100,36,21,3,7,2
2020-08-16,Brussels,Brussels,15,92,21,12,2,10,3
2020-08-16,Hainaut,Wallonia,14,23,2,1,0,3,2
2020-08-16,Limburg,Flanders,7,14,5,3,0,0,1
2020-08-16,Liège,Wallonia,12,38,11,7,0,2,1
2020-08-16,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-08-16,Namur,Wallonia,6,15,1,0,0,1,0
2020-08-16,OostVlaanderen,Flanders,14,23,4,1,0,4,2
2020-08-16,VlaamsBrabant,Flanders,6,11,4,3,0,0,0
2020-08-16,BrabantWallon,Wallonia,2,2,0,0,0,0,0
2020-08-16,WestVlaanderen,Flanders,11,19,2,0,0,1,2
2020-08-17,Antwerpen,Flanders,14,105,36,18,3,5,0
2020-08-17,Brussels,Brussels,15,91,23,13,2,2,4
2020-08-17,Hainaut,Wallonia,14,22,2,1,0,0,1
2020-08-17,Limburg,Flanders,7,11,5,2,0,0,2
2020-08-17,Liège,Wallonia,12,38,12,7,0,2,0
2020-08-17,Luxembourg,Wallonia,3,1,0,0,0,1,0
2020-08-17,Namur,Wallonia,6,15,1,0,0,0,0
2020-08-17,OostVlaanderen,Flanders,14,25,6,1,0,3,2
2020-08-17,VlaamsBrabant,Flanders,6,11,4,3,0,0,0
2020-08-17,BrabantWallon,Wallonia,2,2,0,0,0,0,0
2020-08-17,WestVlaanderen,Flanders,11,20,2,0,0,1,0
2020-08-18,Antwerpen,Flanders,14,103,35,20,3,5,10
2020-08-18,Brussels,Brussels,15,99,25,13,2,16,11
2020-08-18,Hainaut,Wallonia,14,18,2,1,0,1,6
2020-08-18,Limburg,Flanders,7,11,3,2,0,0,0
2020-08-18,Liège,Wallonia,12,38,12,8,0,6,4
2020-08-18,Luxembourg,Wallonia,3,1,0,0,0,1,0
2020-08-18,Namur,Wallonia,6,11,1,0,0,0,4
2020-08-18,OostVlaanderen,Flanders,14,25,4,1,0,1,4
2020-08-18,VlaamsBrabant,Flanders,6,9,4,2,0,0,2
2020-08-18,BrabantWallon,Wallonia,2,1,0,0,0,0,1
2020-08-18,WestVlaanderen,Flanders,11,19,3,1,0,1,3
2020-08-19,Antwerpen,Flanders,14,100,32,19,4,7,8
2020-08-19,Brussels,Brussels,15,108,27,15,2,16,7
2020-08-19,Hainaut,Wallonia,14,14,1,1,0,2,2
2020-08-19,Limburg,Flanders,7,13,3,2,0,1,0
2020-08-19,Liège,Wallonia,12,41,12,8,0,5,4
2020-08-19,Luxembourg,Wallonia,3,1,0,0,0,0,0
2020-08-19,Namur,Wallonia,6,9,0,0,0,1,2
2020-08-19,OostVlaanderen,Flanders,14,25,2,1,0,3,2
2020-08-19,VlaamsBrabant,Flanders,6,8,4,2,0,0,1
2020-08-19,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-08-19,WestVlaanderen,Flanders,11,14,2,0,0,0,4
2020-08-20,Antwerpen,Flanders,14,95,31,20,4,3,6
2020-08-20,Brussels,Brussels,15,102,26,15,2,11,16
2020-08-20,Hainaut,Wallonia,14,10,1,1,0,1,5
2020-08-20,Limburg,Flanders,7,11,3,2,0,1,3
2020-08-20,Liège,Wallonia,12,34,12,8,0,3,10
2020-08-20,Luxembourg,Wallonia,3,0,0,0,0,0,1
2020-08-20,Namur,Wallonia,6,7,1,1,0,0,3
2020-08-20,OostVlaanderen,Flanders,14,23,2,1,0,5,6
2020-08-20,VlaamsBrabant,Flanders,6,7,4,2,0,0,1
2020-08-20,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-08-20,WestVlaanderen,Flanders,11,13,2,0,0,1,2
2020-08-21,Antwerpen,Flanders,14,99,30,16,3,7,13
2020-08-21,Brussels,Brussels,15,110,30,15,2,10,10
2020-08-21,Hainaut,Wallonia,14,11,1,1,0,2,0
2020-08-21,Limburg,Flanders,7,11,3,2,0,1,1
2020-08-21,Liège,Wallonia,12,30,11,8,0,1,5
2020-08-21,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-08-21,Namur,Wallonia,6,7,1,1,0,0,0
2020-08-21,OostVlaanderen,Flanders,14,24,1,1,0,3,3
2020-08-21,VlaamsBrabant,Flanders,6,9,4,2,0,2,0
2020-08-21,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-08-21,WestVlaanderen,Flanders,11,12,3,1,0,1,2
2020-08-22,Antwerpen,Flanders,14,85,29,17,3,5,17
2020-08-22,Brussels,Brussels,15,115,28,14,2,4,10
2020-08-22,Hainaut,Wallonia,14,14,2,1,0,4,0
2020-08-22,Limburg,Flanders,7,13,3,2,0,1,0
2020-08-22,Liège,Wallonia,12,30,11,8,0,2,2
2020-08-22,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-08-22,Namur,Wallonia,6,6,2,1,0,0,3
2020-08-22,OostVlaanderen,Flanders,14,27,2,1,0,4,3
2020-08-22,VlaamsBrabant,Flanders,6,10,4,2,0,1,0
2020-08-22,BrabantWallon,Wallonia,2,2,0,0,0,1,0
2020-08-22,WestVlaanderen,Flanders,11,8,4,1,1,0,4
2020-08-23,Antwerpen,Flanders,14,86,30,17,3,3,5
2020-08-23,Brussels,Brussels,15,114,28,12,2,5,8
2020-08-23,Hainaut,Wallonia,14,16,2,1,0,2,0
2020-08-23,Limburg,Flanders,7,13,3,1,0,0,2
2020-08-23,Liège,Wallonia,12,31,11,7,0,2,0
2020-08-23,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-08-23,Namur,Wallonia,6,5,2,2,0,0,1
2020-08-23,OostVlaanderen,Flanders,14,23,3,1,0,1,4
2020-08-23,VlaamsBrabant,Flanders,6,10,4,2,0,0,0
2020-08-23,BrabantWallon,Wallonia,2,3,0,0,0,0,0
2020-08-23,WestVlaanderen,Flanders,11,11,4,1,1,3,1
2020-08-24,Antwerpen,Flanders,14,87,30,17,3,4,1
2020-08-24,Brussels,Brussels,15,109,29,13,4,3,15
2020-08-24,Hainaut,Wallonia,14,19,2,1,0,3,1
2020-08-24,Limburg,Flanders,7,13,3,1,0,0,0
2020-08-24,Liège,Wallonia,12,34,11,6,0,3,0
2020-08-24,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-08-24,Namur,Wallonia,6,5,2,2,0,0,0
2020-08-24,OostVlaanderen,Flanders,14,26,3,1,0,1,0
2020-08-24,VlaamsBrabant,Flanders,6,12,5,3,0,1,0
2020-08-24,BrabantWallon,Wallonia,2,4,0,0,0,1,0
2020-08-24,WestVlaanderen,Flanders,11,11,4,1,1,0,0
2020-08-25,Antwerpen,Flanders,14,74,29,15,2,1,9
2020-08-25,Brussels,Brussels,15,100,26,14,4,3,15
2020-08-25,Hainaut,Wallonia,14,14,1,1,0,0,5
2020-08-25,Limburg,Flanders,7,12,3,1,0,1,3
2020-08-25,Liège,Wallonia,12,28,10,7,0,2,7
2020-08-25,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-08-25,Namur,Wallonia,6,4,2,2,0,0,1
2020-08-25,OostVlaanderen,Flanders,14,24,4,1,0,2,5
2020-08-25,VlaamsBrabant,Flanders,6,14,6,3,0,3,1
2020-08-25,BrabantWallon,Wallonia,2,2,0,0,0,0,2
2020-08-25,WestVlaanderen,Flanders,11,10,4,1,1,0,1
2020-08-26,Antwerpen,Flanders,14,70,26,13,3,5,5
2020-08-26,Brussels,Brussels,15,94,28,14,4,11,18
2020-08-26,Hainaut,Wallonia,14,12,0,0,0,1,3
2020-08-26,Limburg,Flanders,7,9,2,1,0,0,3
2020-08-26,Liège,Wallonia,12,24,10,7,0,0,6
2020-08-26,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-08-26,Namur,Wallonia,6,4,2,1,0,0,0
2020-08-26,OostVlaanderen,Flanders,14,21,4,1,0,0,3
2020-08-26,VlaamsBrabant,Flanders,6,15,7,3,0,1,0
2020-08-26,BrabantWallon,Wallonia,2,1,0,0,0,0,1
2020-08-26,WestVlaanderen,Flanders,11,10,2,0,0,2,1
2020-08-27,Antwerpen,Flanders,14,64,26,15,1,0,6
2020-08-27,Brussels,Brussels,15,93,29,15,4,8,10
2020-08-27,Hainaut,Wallonia,14,14,0,0,0,5,4
2020-08-27,Limburg,Flanders,7,7,2,1,0,0,2
2020-08-27,Liège,Wallonia,12,26,11,6,0,2,1
2020-08-27,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-08-27,Namur,Wallonia,6,4,2,1,0,0,0
2020-08-27,OostVlaanderen,Flanders,14,22,4,1,0,2,5
2020-08-27,VlaamsBrabant,Flanders,6,14,7,3,0,0,2
2020-08-27,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-08-27,WestVlaanderen,Flanders,11,12,1,0,0,1,0
2020-08-28,Antwerpen,Flanders,14,64,25,15,1,4,3
2020-08-28,Brussels,Brussels,15,89,26,17,3,5,8
2020-08-28,Hainaut,Wallonia,14,16,0,0,0,2,0
2020-08-28,Limburg,Flanders,7,7,2,1,0,1,1
2020-08-28,Liège,Wallonia,12,25,11,6,0,2,3
2020-08-28,Luxembourg,Wallonia,3,1,0,0,0,1,0
2020-08-28,Namur,Wallonia,6,3,1,1,0,0,1
2020-08-28,OostVlaanderen,Flanders,14,18,3,1,0,1,4
2020-08-28,VlaamsBrabant,Flanders,6,15,8,2,0,2,1
2020-08-28,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-08-28,WestVlaanderen,Flanders,11,13,1,1,0,0,1
2020-08-29,Antwerpen,Flanders,14,57,22,14,1,1,8
2020-08-29,Brussels,Brussels,15,85,25,16,3,3,4
2020-08-29,Hainaut,Wallonia,14,12,0,0,0,0,1
2020-08-29,Limburg,Flanders,7,6,2,1,0,0,1
2020-08-29,Liège,Wallonia,12,23,10,5,0,0,1
2020-08-29,Luxembourg,Wallonia,3,1,0,0,0,0,0
2020-08-29,Namur,Wallonia,6,3,1,1,0,0,0
2020-08-29,OostVlaanderen,Flanders,14,12,3,2,0,0,4
2020-08-29,VlaamsBrabant,Flanders,6,15,8,2,0,0,1
2020-08-29,BrabantWallon,Wallonia,2,1,0,0,0,1,1
2020-08-29,WestVlaanderen,Flanders,11,15,1,1,0,1,0
2020-08-30,Antwerpen,Flanders,14,58,22,13,1,1,1
2020-08-30,Brussels,Brussels,15,84,25,16,3,2,3
2020-08-30,Hainaut,Wallonia,14,12,0,0,0,1,0
2020-08-30,Limburg,Flanders,7,5,2,1,0,1,2
2020-08-30,Liège,Wallonia,12,25,10,5,0,2,0
2020-08-30,Luxembourg,Wallonia,3,1,0,0,0,0,0
2020-08-30,Namur,Wallonia,6,3,1,1,0,0,0
2020-08-30,OostVlaanderen,Flanders,14,15,3,1,0,6,4
2020-08-30,VlaamsBrabant,Flanders,6,16,8,2,0,0,1
2020-08-30,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-08-30,WestVlaanderen,Flanders,11,13,0,0,0,0,1
2020-08-31,Antwerpen,Flanders,14,63,23,11,1,3,2
2020-08-31,Brussels,Brussels,15,86,29,17,3,2,1
2020-08-31,Hainaut,Wallonia,14,12,0,0,0,2,1
2020-08-31,Limburg,Flanders,7,4,2,0,0,0,1
2020-08-31,Liège,Wallonia,12,26,10,5,0,1,0
2020-08-31,Luxembourg,Wallonia,3,1,0,0,0,0,0
2020-08-31,Namur,Wallonia,6,3,1,1,0,0,0
2020-08-31,OostVlaanderen,Flanders,14,17,3,1,0,3,2
2020-08-31,VlaamsBrabant,Flanders,6,14,6,2,0,0,0
2020-08-31,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-08-31,WestVlaanderen,Flanders,11,16,0,0,0,3,0
2020-09-01,Antwerpen,Flanders,14,57,19,10,1,3,8
2020-09-01,Brussels,Brussels,15,79,27,17,3,6,11
2020-09-01,Hainaut,Wallonia,14,10,0,0,0,1,2
2020-09-01,Limburg,Flanders,7,8,2,0,0,5,1
2020-09-01,Liège,Wallonia,12,22,8,6,0,2,5
2020-09-01,Luxembourg,Wallonia,3,0,0,0,0,0,1
2020-09-01,Namur,Wallonia,6,3,1,1,0,0,0
2020-09-01,OostVlaanderen,Flanders,14,20,5,2,0,6,2
2020-09-01,VlaamsBrabant,Flanders,6,14,6,2,0,0,0
2020-09-01,BrabantWallon,Wallonia,2,2,0,0,0,1,0
2020-09-01,WestVlaanderen,Flanders,11,11,0,0,0,0,5
2020-09-02,Antwerpen,Flanders,14,54,18,10,1,3,6
2020-09-02,Brussels,Brussels,15,78,24,18,3,10,14
2020-09-02,Hainaut,Wallonia,14,10,0,0,0,1,1
2020-09-02,Limburg,Flanders,7,12,2,0,0,4,1
2020-09-02,Liège,Wallonia,12,21,6,5,0,1,1
2020-09-02,Luxembourg,Wallonia,3,1,1,0,0,1,0
2020-09-02,Namur,Wallonia,6,3,1,1,0,0,0
2020-09-02,OostVlaanderen,Flanders,14,17,5,2,0,3,6
2020-09-02,VlaamsBrabant,Flanders,6,13,3,3,0,1,2
2020-09-02,BrabantWallon,Wallonia,2,2,0,0,0,0,0
2020-09-02,WestVlaanderen,Flanders,11,10,0,0,0,0,2
2020-09-03,Antwerpen,Flanders,14,50,17,9,1,5,7
2020-09-03,Brussels,Brussels,15,75,24,16,3,2,4
2020-09-03,Hainaut,Wallonia,14,11,0,0,0,1,1
2020-09-03,Limburg,Flanders,7,10,1,0,0,1,3
2020-09-03,Liège,Wallonia,12,21,7,5,0,1,1
2020-09-03,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-09-03,Namur,Wallonia,6,3,1,1,0,0,0
2020-09-03,OostVlaanderen,Flanders,14,18,5,3,0,1,1
2020-09-03,VlaamsBrabant,Flanders,6,12,3,3,0,0,1
2020-09-03,BrabantWallon,Wallonia,2,2,0,0,0,0,0
2020-09-03,WestVlaanderen,Flanders,11,7,0,0,0,0,5
