time,S1,S1_LL,S1_UL,S4a,S4a_LL,S4a_UL,S4b,S4b_LL,S4b_UL,S4c,S4c_LL,S4c_UL,S4d,S4d_LL,S4d_UL,S5a,S5a_LL,S5a_UL,S5b,S5b_LL,S5b_UL,S5c,S5c_LL,S5c_UL,S5d,S5d_LL,S5d_UL
2020-09-01,11.367041284527694,11.367041284527692,11.367041284527692,11.367041284527694,11.367041284527692,11.367041284527692,11.367041284527694,11.367041284527692,11.367041284527692,11.367041284527694,11.367041284527692,11.367041284527692,11.367041284527694,11.367041284527692,11.367041284527692,11.367041284527694,11.367041284527692,11.367041284527692,11.367041284527694,11.367041284527692,11.367041284527692,11.367041284527694,11.367041284527692,11.367041284527692,11.367041284527694,11.367041284527692,11.367041284527692
2020-09-02,11.08447172246401,11.083645826580504,11.085436341735027,11.083512913589844,11.08346136088999,11.083588764089374,11.047433333581512,11.047258788272007,11.04763741487045,11.013330400104326,11.01315863673444,11.013555401445432,11.00174074975792,11.00159324777936,11.001914249237268,11.084337466268947,11.08358092253826,11.085386241899268,11.082819245803334,11.082778034810133,11.082881805621929,11.07933729586082,11.079306104586406,11.07937350414995,11.075033660654881,11.074988862292084,11.075079207902283
2020-09-03,10.898324974619795,10.896252215991789,10.90032707706467,10.8992875689925,10.898332557494456,10.900698731844253,10.750185531141108,10.749306321134249,10.751176869817243,10.58668755734825,10.586185464081051,10.58728991487482,10.512273843585385,10.512052446791905,10.512512114126059,10.89847240969016,10.895848140847306,10.90026847400539,10.894133006010575,10.89311458882497,10.895692095181282,10.872525925764984,10.871461788107316,10.873765723940664,10.823390635444584,10.822545554193326,10.82429698953989
2020-09-04,10.820309357174818,10.816131047154455,10.825090733306759,10.818463916746973,10.81551244568384,10.822838119508189,10.43949534321786,10.43631310135397,10.443174307503543,10.004191577458954,10.00269220142247,10.00610958504701,9.799756108121471,9.799119016501692,9.800473080697806,10.820224256181586,10.814623135706068,10.825130259058124,10.805233807523887,10.802164069751413,10.809944971413913,10.736108101867805,10.732885581449061,10.73986546914625,10.589898553849238,10.587340187140287,10.592641552944295
2020-09-05,10.889128224834288,10.880571360793446,10.900087900035428,10.884046761982693,10.877033467615284,10.894442400077304,10.23511824545231,10.227534066032549,10.243895271041545,9.424614149077662,9.421158746819655,9.429104666773874,9.025188842989182,9.023853591067827,9.026732655806521,10.888648715670728,10.877031504111857,10.900176287818471,10.853365415132798,10.846117156954943,10.864491139955941,10.702278743028058,10.694878050977946,10.710915773272273,10.397263025537146,10.391601658683289,10.403340689305818
2020-09-06,11.10531455651718,11.090495124110639,11.12527798229413,11.097829442993053,11.084788957632231,11.117326466596456,10.150944948323133,10.137310534153912,10.16673747882881,8.893433204704914,8.887388314907295,8.901338650151644,8.246006762494797,8.24375075774737,8.248646520537104,11.104006838793474,11.083920555541976,11.125182238366852,11.035166096394123,11.021833440471804,11.055641086564977,10.760630109491428,10.747335581953566,10.776151484283002,10.237870013758197,10.227650582425452,10.249171514881297
2020-09-07,11.471642874552831,11.448644643936012,11.503705063388626,11.47178119092942,11.450634279671046,11.504067303590032,10.220128679933808,10.197169646319685,10.246739705653178,8.451867251489656,8.44198096581927,8.463143407831026,7.5088141907988275,7.505200906122946,7.513049113974118,11.469154973097377,11.438536757177147,11.503001919484127,11.349174800254584,11.327745210669306,11.382065564169475,10.90365060004289,10.882822393048304,10.927967928321141,10.108093398472212,10.091856982187045,10.127021014685342
2020-09-08,11.986002147190716,11.954548506554566,12.033644593696982,12.00015164969318,11.968659756095823,12.048988762032698,10.463893770200047,10.428986316210421,10.504388311571319,8.12860195724762,8.112321558253402,8.154764155854615,6.849488592227137,6.844057423736211,6.8558634586330225,11.980619519451432,11.937733891536737,12.032051759264784,11.781984934957837,11.750880594078295,11.830227124439066,11.107043185208827,11.077242449564224,11.141854566263733,9.988753276586035,9.966961325108446,10.013607519006927
2020-09-09,12.661900662231794,12.617664062003893,12.728186774584506,12.667534148137829,12.622860700724233,12.736248578998785,10.873899895945618,10.824924213662662,10.930717305885722,7.92341027068489,7.899475280659385,7.967652938178601,6.266741285058237,6.259449458224161,6.275304239328967,12.652689331893574,12.595764678845,12.724023224726034,12.335026012541132,12.282828758060084,12.417150357819507,11.352378019031216,11.312480546401439,11.399010746882968,9.868774815090553,9.841362473347699,9.898876465341173
2020-09-10,13.455600121525677,13.396921402163864,13.544061804674149,13.473422677724837,13.414293494107795,13.565100817049604,11.390469461268417,11.324913121656003,11.466612558892034,7.812232795956231,7.777952755141954,7.885151213914459,5.758199254655964,5.74874908547621,5.769301978428245,13.440970740736729,13.366336842686486,13.535984054544278,12.980247600292406,12.911458221731595,13.089304170053646,11.629673202853233,11.578935996994435,11.688985112766218,9.744866148911129,9.714134126939316,9.774664304660329
2020-09-11,14.342031388836103,14.266444840655927,14.455970683120718,14.356080923241963,14.280326648218962,14.473493289739702,12.043214587564258,11.958383826854291,12.141761897758034,7.7835490369125395,7.738169319519433,7.887937707729967,5.319947838616872,5.308169689979096,5.333794736462821,14.319564457654531,14.22375916166267,14.441914217805126,13.680769590536123,13.580653320164584,13.84247182228994,11.909842778302837,11.847838479662736,11.982355999600982,9.606759409175705,9.574299125012136,9.633044089971891
2020-09-12,15.370778832336349,15.27681870698482,15.514969018321569,15.362790377512201,15.2663065306144,15.511197714156733,12.774314515720501,12.66839990324272,12.897459135556414,7.830123649518919,7.7722821988582655,7.966110932512192,4.947017528978385,4.932723400692419,4.963831397106894,15.336461674243827,15.218083396808712,15.492498729128988,14.461621022259104,14.3373008033705,14.661767316712531,12.188220668986085,12.114008729846832,12.27505877724958,9.445376202265724,9.409782614339015,9.472182517726749
2020-09-13,16.537478581331587,16.421163389906713,16.715445824447904,16.468175680051488,16.34836348251591,16.649793878090964,13.612527144490977,13.48035679890013,13.766363548150636,7.939432829690342,7.8682049691853555,8.110574001486105,4.628427211976397,4.6115009374255544,4.648353734107973,16.487840069808392,16.34254480696351,16.681113519280316,15.295674048112682,15.145362302226584,15.538044359076514,12.452018698894992,12.366661379665716,12.551913460224633,9.262574005960655,9.222650387159037,9.291866342801585
2020-09-14,17.780502384728468,17.63919378081101,17.997874500720428,17.6878636071115,17.541281098496274,17.909778720187763,14.579354380874545,14.419251596978535,14.765812667539425,8.120441073882203,8.032738717947156,8.333495691610322,4.369942357024953,4.349892808636937,4.39356444562444,17.710960024438744,17.534774253071955,17.947113790440394,16.20087979065877,16.013720139107743,16.50402277871799,12.690889195187486,12.592575473397083,12.80601720937981,9.061296944291614,9.016971317346659,9.092243439570638
2020-09-15,19.242693336933005,19.072616613643834,19.5080517374043,19.091264247219918,18.911802708177486,19.361172797153685,15.686268215280506,15.489301106377189,15.915933611115959,8.412224534091527,8.30725155387547,8.656559849893506,4.165645383303205,4.142144367805302,4.193231947788597,19.144631306645053,18.933945827453375,19.434494897735433,17.212621196843116,16.989746016578437,17.573350804216666,12.956580739677172,12.843896054502974,13.088656066413892,8.837443352480317,8.790056033867042,8.868682348644748
2020-09-16,20.923128786968988,20.718551607064967,21.244207603186723,20.68676019605949,20.46954636102563,21.011616003511833,16.99292304598484,16.756306697098225,17.269038166852503,8.787999406777393,8.65959255716144,9.106981069814179,4.009151797427556,3.981892988722406,4.0415023461624875,20.788457990415527,20.536583065180906,21.14011081923757,18.331232813843968,18.076666378988897,18.742369863120484,13.228835815162808,13.10329927025071,13.376026292524706,8.606152778820654,8.55478359405242,8.64661824497595
2020-09-17,22.796079152751506,22.55084340732275,23.180132363367584,22.436670409885952,22.1792362843935,22.823315209967586,18.422505296658514,18.14109495408125,18.751154514928356,9.236719632308345,9.083623350142718,9.622160337952932,3.9008612293271216,3.8691927818505896,3.9386165662065644,22.615528279369553,22.315848118488837,23.03686301831441,19.536851341505894,19.232952511866902,20.03027565788919,13.477277658562215,13.337603690006956,13.641127123386543,8.363688802170614,8.308703680852025,8.408987202814343
2020-09-18,24.835687688448754,24.544971213620666,25.292007378544273,24.39851774509336,24.093146779250972,24.857332697747587,19.977726933530345,19.64574503972845,20.36581000671862,9.753021881797341,9.571741493104213,10.22769599420434,3.8260206381152893,3.7899759383383027,3.8692099942570533,24.600890831045536,24.24551472043973,25.099432862562495,20.843059676642422,20.510400911422252,21.375454273136224,13.714938277733367,13.561285454382965,13.895331289982765,8.111275960743544,8.051011545583663,8.164731030095432
2020-09-19,27.07908499369671,26.73505266966382,27.616386084439082,26.475895529399516,26.11847414369068,27.01164051313948,21.67055415329894,21.282717560172003,22.12422146866633,10.337945978792382,10.129610517042845,10.887631411571572,3.779049387926385,3.7381517440666516,3.82776291988271,26.774159860255153,26.356983771870585,27.361930193109,22.208989871619867,21.8373571050727,22.80717165984511,13.931072419622154,13.763664889217576,14.127668547820816,7.851525752351136,7.786736264497744,7.911121918848437
2020-09-20,29.503814581207685,29.100729238716262,30.134734256458653,28.678357656490252,28.26529782904732,29.29953019205999,23.434014464895625,22.985175885878032,23.959697668352646,10.961822299552015,10.718688953146108,11.600251629059265,3.7548879470923207,3.709272720683155,3.8104232783458674,29.11287668144571,28.627176918539707,29.798774146439236,23.591912260826188,23.14846324895303,24.308235046744635,14.124606094721202,13.943996363295936,14.336713984545217,7.586881172544827,7.518685874141768,7.652048922340577
2020-09-21,32.1478983327318,31.676388406697953,32.87902792359424,31.174981567087528,30.69361956691694,31.897787887117076,25.456614183604298,24.93120232905809,26.072499202624677,11.69404078325469,11.421738275494068,12.42082030356743,3.748444253343127,3.6974864233421,3.8099924704617654,31.659330760728594,31.092625234411393,32.4484876975179,25.11641485194791,24.62254981214431,25.914436442518962,14.291421446135233,14.096478502291243,14.520700755211521,7.326235300718332,7.2555036181005,7.398303663323716
2020-09-22,35.07598203995494,34.529754385394746,35.93818679072189,33.976766693218316,33.41728387849031,34.81797743712334,27.659126564360594,27.054195914345808,28.368873192541944,12.51579584170549,12.199644286452274,13.316082602562416,3.7822218941760752,3.7248463668468097,3.850413020283217,34.45471235638502,33.79806057455222,35.386117794835336,26.779364670079033,26.20892102921255,27.702103604509546,14.482542184044856,14.271549062420512,14.73077041014158,7.047929849514029,6.972776939809606,7.121370406105008
2020-09-23,38.43644008264503,37.80090189475854,39.43891776965069,37.110070750289125,36.46022981254756,38.085263145789185,30.04612649843631,29.349639840666928,30.863964213467543,13.431008820462443,13.05331143541273,14.385664392178686,3.8377711817564073,3.7741873545812945,3.9143067267223746,37.66459094230991,36.90145515579139,38.739461154754636,28.58589592360939,27.91410798692563,29.706682345530112,14.677339245437363,14.452690309566917,14.941654182473208,6.792022147310211,6.714905538564364,6.869407065689724
2020-09-24,42.04807728209502,41.31101407127482,43.20605001139767,40.52668615991068,39.77932237078039,41.65293125814737,32.63344390463732,31.834560506565754,33.57246388138727,14.429302963362174,13.979872156282578,15.518739756540798,3.9073139076317953,3.8368755292558254,3.9920991223937605,41.097040106201106,40.2145656867923,42.33975668383004,30.526291930875367,29.752738594540137,31.79370812222895,14.847861280812669,14.607120009205428,15.131367180898334,6.53883522962,6.460288818605882,6.619285203531225
2020-09-25,45.93014463778731,45.080047957307215,47.26532775827919,44.22570694265753,43.36629590637027,45.523812913156235,35.46739138303605,34.5537982502512,36.54203143026059,15.491501545845313,14.961237539055025,16.755677087559555,3.9940731320577956,3.916277653605053,4.087651088934029,44.76799558338261,43.75351675220788,46.194901732577875,32.55003711960137,31.674573191306237,33.99310275529328,15.030983614955971,14.774814994379218,15.332795045834043,6.288739076122334,6.207752039704821,6.3703083134373735
2020-09-26,50.247859772655296,49.26718979625607,51.78251217462618,48.32914361296194,47.345773304651395,49.82029891150661,38.46886636693948,37.43219300989078,39.689405150897635,16.65433959845301,16.056831388885957,18.03270713574777,4.09061771311635,4.0055414128026365,4.193755636154378,48.819714591514995,47.64903540291081,50.46307829464901,34.70795031240937,33.68246081163029,36.35356132766712,15.188860541689783,14.921900688987726,15.502612250791671,6.047875293498945,5.965801194017279,6.131223358561413
2020-09-27,54.64843338879685,53.52615174021905,56.411563264386984,52.48134616714945,51.37050372603852,54.17201796270605,41.71419452451541,40.534429787993346,43.104609177247696,17.891924230443028,17.221198850130047,19.397062559056792,4.199940255028161,4.1068341122975225,4.312915244241864,53.004293889216164,51.702421401984274,54.79190179582844,36.98179143290066,35.81443302374151,38.82350103633614,15.324031152645588,15.037061200678899,15.662262525754443,5.8128165617127,5.729838742667508,5.897497672026576
2020-09-28,59.387778856415146,58.109203948095605,61.445644735301954,57.05076271615349,55.7873637237952,58.98161259364059,45.2951995184016,43.9557193657586,46.87534000405359,19.215400246645434,18.476622048400618,20.95376350695205,4.329082626211647,4.22737125820096,4.452905149031566,57.50199587970835,56.065643969928544,59.43910645901162,39.264162957422236,37.97991694032788,41.34275811977369,15.437205646088103,15.121674954441353,15.80707094805372,5.582620001232597,5.501229989134794,5.6674030953004735
2020-09-29,64.79504756618601,63.34819520016586,66.94840280961563,61.913488721306436,60.48572036286618,64.08936915984708,49.21977909624782,47.69926265853792,51.015308017407754,20.70560810891127,19.8782840656954,22.56213398407944,4.467262090764458,4.356490844698462,4.6024371264801065,62.588582770987514,60.98633553470332,64.73597306856814,41.79521071425009,40.35452117591266,44.00622980892641,15.53910850984264,15.211837289952092,15.92202892946968,5.359651890607962,5.277876313624268,5.444876973818715
2020-09-30,70.2362364154882,68.59540523114704,72.75122323959661,67.21243951279729,65.59730154871994,69.68334129084676,53.471628924526904,51.75723249300195,55.49780220406153,22.376252971593182,21.4726340086806,24.35664300147334,4.630071703816276,4.508868092706012,4.777657686231386,67.78587612768267,65.88735372573363,70.01750061417059,44.49325038941068,42.855914774822324,46.85699226695371,15.645239863565164,15.30093303928109,16.047109293891843,5.142821942655427,5.052253982938993,5.230950483922915
2020-10-01,76.41109948229021,74.56273538202306,79.10718131570326,72.91589482466621,71.11651232553066,75.68335269160764,58.138718723009944,56.189707908410405,60.44470908765928,24.21441039877544,23.237144348251462,26.527555494028572,4.824730924823742,4.694518693224118,4.988952754379569,73.54246955442126,71.32419730253736,76.00820878655442,47.28558042525015,45.48979179900476,49.83527525933686,15.717840047266453,15.355429858306652,16.140585900131885,4.936583546602843,4.852237066282128,5.023550824516749
2020-10-02,83.1483748025616,81.06112059850653,86.15737270293731,79.17010273032928,77.1154276967661,82.29457984758531,63.284915890837254,61.09953341483436,65.871879885578,26.092683524258074,24.995934046892852,28.637722779748284,5.004000168767708,4.862585007159842,5.1816859423938775,79.9155297549062,77.34475240633431,82.50771833320694,50.33348717979617,48.32779738660892,53.04119675214083,15.799360345640029,15.417854217337762,16.24397436447419,4.740438934265136,4.6572683004493785,4.8283395228923265
2020-10-03,90.52462720626208,88.17260282738495,93.87961271110876,86.05681931140131,83.74016310855326,89.57669085109198,68.61327941398771,66.16745510070605,71.5256628017633,28.155707789563515,26.975668214283058,30.81819102441461,5.187591208342894,5.033349841033908,5.378725875514215,86.54146824450363,83.64789296698608,89.59484412344014,53.5795659008723,51.328854419341525,56.45720442988296,15.876832552339849,15.478407378431765,16.34279900438222,4.557061061493823,4.470047048232735,4.645877241705705
2020-10-04,98.55914023240251,95.89524720650586,102.38352505334174,93.57839457049442,90.95614595468328,97.55114984672429,74.54381452236915,71.76676214555319,77.83122160202598,30.38066095432236,29.09806753005455,33.35660126125494,5.408715613651621,5.244420491914952,5.619398893946585,93.86065783597215,90.67145619098363,97.26097083159873,57.011520738747365,54.5345251096315,60.08834950363045,15.9560988964571,15.540744747577934,16.440826096550474,4.387531067415507,4.303630867007324,4.476425360245565
2020-10-05,107.54070944506842,104.54175483516362,111.70866486500415,101.86755589540215,98.90623178073078,106.3490846694494,81.00091034548949,77.87842784535516,84.74582739570478,32.77730504490763,31.305541950616945,36.14545554576455,5.643950391679361,5.4669303132078575,5.87385260093571,101.89342059623523,98.31189356378418,105.80952032457019,60.67134680031607,57.989184021477584,64.02923404931435,16.034759079883244,15.60095396954703,16.539075116445957,4.223421889726435,4.139468628213168,4.313980391087744
2020-10-06,117.55326758646149,114.1680907353591,122.13220746701681,111.05978091535741,107.53936569509338,116.19589064192088,88.20381562825015,84.67943800527726,92.31184303746323,35.502642117772,33.89701692104363,39.181602549937814,5.898618942034001,5.704698176027606,6.145861466157664,110.67674484295111,106.71903653262129,115.28644870224505,64.79693026598432,61.88412743295025,68.3162005376963,16.119635224294843,15.666199848958703,16.65023852520686,4.072355845629595,3.986048372733518,4.162927010098038
2020-10-07,128.6342978885995,124.79136504535906,133.7876704782606,121.23534285089684,117.16377084718647,127.12231191229621,96.10558867374063,92.15862693755982,100.75295829248336,38.44745900586658,36.69093861273902,42.459638879179366,6.153651590887936,5.960509137927727,6.438175251020319,120.3803138620223,115.99550669431642,125.70161922305606,69.13041258395077,65.98577674081002,72.94611206268465,16.21849024536284,15.758215453980455,16.758495733912,3.93465376217158,3.8504775770286925,4.026184180058926
2020-10-08,140.69251296478063,136.3721892185048,146.24229041111917,132.29426302491123,127.5086340632534,138.94763039853802,104.68158736577222,100.24595498973977,109.94025607098708,41.605714537892254,39.62897567488927,45.74823825245049,6.426862250499375,6.202681999893536,6.716297024361767,130.88079328252726,126.04872613382848,137.00647121361928,73.7353909024431,70.32746166067164,77.8867146240662,16.29374586501539,15.813860492091226,16.850868167235262,3.8005749583829767,3.7157912813100302,3.89331110589638
2020-10-09,153.91283737804673,149.0281880657036,159.94586838514925,144.27257903305846,138.65406713534236,151.72982277619178,114.02462963363887,109.06429482182187,119.7695335398281,44.985225274303,42.77929579998402,49.46268820110963,6.737292658205008,6.4689713153669315,7.023242169699797,142.13395655324715,136.798499743494,149.30498760714624,78.52212995892303,74.85592954515793,83.14996464639533,16.377670015335216,15.88651779779984,16.956134921257824,3.6761207314865154,3.5905295173402285,3.7699369001354865
2020-10-10,168.015235500277,162.4795493148528,175.0660356188962,157.40612391957586,151.32796868094573,165.75633815151633,124.04555856158262,118.47746404203207,130.84474367741058,48.56817174838875,46.10315734990661,53.42491151500796,7.023484842415518,6.749727157658822,7.34556366142429,154.63432019821482,148.90947752040586,162.32045275511666,83.66168574952421,79.73693516949463,88.59885735107676,16.460048704169004,15.953929381953296,17.086910095439933,3.568088844628,3.4850298995827385,3.6629285964771245
2020-10-11,183.2160456071827,177.00355423360878,190.8476801091218,171.28425102686865,164.10925627086763,180.74919923053,134.7825880595792,128.62185675386195,142.22261323176042,52.357463765503134,49.622620944326954,57.46372665284281,7.326426768701349,7.017566718822761,7.655648464459663,167.4875433322378,161.1220423125574,176.26927396384926,89.00674511722676,84.77728104565088,94.36249711623756,16.537332186449447,16.018335683748685,17.162813661694916,3.4565002645809813,3.371494228113126,3.551584902384451
2020-10-12,199.7958534858321,192.8260777592281,207.82972036605992,186.5388425165547,178.627375601309,197.0393258912801,146.57650808027748,139.78466291674846,154.6841992659925,56.476341565140984,53.44366873936123,62.02743873034844,7.645988120490392,7.314683153063784,8.000312199306403,181.57425286927543,174.41520517166992,191.3926242754908,94.60191421217934,90.06210884078808,100.43487647945533,16.615634496654746,16.077716207495918,17.251610845512413,3.343379287222992,3.2547178748121945,3.4393809838361795
2020-10-13,218.72635655415343,210.93280321327856,227.16760757191477,203.200189430656,194.34382429981736,214.920559465047,159.83357019387637,152.56834281053193,168.36972166714975,61.234774868635775,57.98019185174729,67.03768777462163,7.984199575427733,7.615917310069898,8.34893950815936,196.94551273881734,188.77244097960215,208.61395213842806,100.61094904152395,95.65450497438043,107.19499989660959,16.687487722889863,16.131874962985876,17.37632836648718,3.2549111023664823,3.1688842584166492,3.351283189927048
2020-10-14,238.6226531775686,229.93327956639408,247.84911645572862,221.3356179742712,211.3638977907055,234.4780024879324,173.6563897170939,165.74877342771765,182.93868797693418,66.25706701483558,62.704760121811134,72.50106144751562,8.354758227777294,7.946451067750549,8.734772556610231,213.31866048463456,204.1020273776631,226.63817569006233,106.96994435800927,101.58575368011411,114.18794171528262,16.74990245342915,16.1821737510859,17.463657356250234,3.16622574013942,3.0819230445775214,3.2638489772408157
2020-10-15,260.3613598058844,250.68555800844678,270.08599210289964,241.06795556785607,230.04579959976644,255.71687591249275,188.87028031372233,180.29202602741117,198.87130562546525,71.5086079932171,67.59386758700788,78.30258953195346,8.737973377095841,8.290627520147085,9.131507267044563,231.05028929136984,220.6233149616065,246.13216742032506,113.62317168347128,107.8050204416894,121.47418193775152,16.81115250981683,16.22749442164035,17.556641229875947,3.0694514267555717,2.979789299054257,3.166833622596249
2020-10-16,283.99526651014105,273.26237896190355,294.71702379552454,262.17908184596865,249.68455978791252,278.558080575475,205.2185767665526,195.99087030133015,215.95244542677335,77.05012930125017,72.75716052591586,84.5332466023576,9.122302457879321,8.642893982850106,9.543774313432248,249.75951651121787,237.87478626444425,267.3066552973561,120.55968111077063,114.26994481060527,129.12995758500034,16.874874519918887,16.270946798274146,17.636470950533788,2.991209160015834,2.9020315647540924,3.0901327885875878
